source,title,link,published,published_dt,imputed_time,compound,label,fetched_at,key
The Guardian (UK),"First it was family, now it’s a feud. But even in meltdown, Brand Beckham is raking it in | Marina Hyde",https://www.theguardian.com/commentisfree/2025/aug/15/beckham-family-feud-brooklyn-nicola-peltz,"Fri, 15 Aug 2025 12:49:43 GMT",2025-08-15 12:49:43+00:00,False,-0.1779,negative,2025-08-15 18:33:26.605639+00:00,e3d869443738403d177273f41bfba0b1
The Guardian (UK),‘It’s not illegal to be homeless’: disquiet as Trump crews clear DC encampments,https://www.theguardian.com/us-news/2025/aug/15/trump-washington-dc-unhoused-people,"Fri, 15 Aug 2025 12:37:41 GMT",2025-08-15 12:37:41+00:00,False,0.498,positive,2025-08-15 18:33:26.605639+00:00,4737f0ac010e02000a3471ed92cf7862
BBC News (Top stories),So unlucky! Perry run out at the non-striker's end,https://www.bbc.com/sport/cricket/videos/cwy3vl1wv4vo?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 15:25:19 GMT",2025-08-15 15:25:19+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,1377ea18920f190c3597c86e91b656a2
BBC News (Top stories),Salford call off Wakefield game over welfare concerns,https://www.bbc.com/sport/rugby-league/articles/cjeyz09313do?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 16:43:09 GMT",2025-08-15 16:43:09+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,ccf307dac8c75d766207be9cc1413972
BBC News (Top stories),Sutton's opening-weekend predictions v Tom Grennan and AI,https://www.bbc.com/sport/football/articles/cvg0e92ezz4o?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 06:31:04 GMT",2025-08-15 06:31:04+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,07525a73a8f1a8bc1a53eddf903b61f1
BBC News (Top stories),Bethell to become England's youngest men's captain,https://www.bbc.com/sport/cricket/articles/c98ln56494vo?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 15:03:57 GMT",2025-08-15 15:03:57+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,92c19e00a0b8a63438c3aa3393a151e7
BBC News (Top stories),Joan: the razor-sharp-tongued first lady of laughter,https://www.bbc.co.uk/iplayer/episode/m0022vtz/joan-rivers-at-the-bbc?at_mid=bTHmrampYq&at_campaign=Joan_Rivers_at_the_BBC&at_medium=display_ad&at_campaign_type=owned&at_nation=NET&at_audience_id=SS&at_product=iplayer&at_brand=m0022vtz&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=Joan_Rivers_at_the_BBC&at_bbc_team=BBC,"Sun, 08 Sep 2024 22:01:11 GMT",2024-09-08 22:01:11+00:00,False,0.4939,positive,2025-08-15 18:33:26.605639+00:00,bdc4f9bbff494c7170d31872393e4f10
BBC News (Top stories),Inside Trump’s meeting with Putin… Americast is in Alaska!,https://www.bbc.co.uk/sounds/play/p0lx1wv0?at_medium=RSS&at_campaign=rss,"Thu, 14 Aug 2025 20:45:00 GMT",2025-08-14 20:45:00+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,e5b7f483148f2cadb1e653411791e9f1
BBC News (Top stories),The Trump-Putin summit: Tactics and trolling?,https://www.bbc.co.uk/sounds/play/p0lx6k8c?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 14:54:00 GMT",2025-08-15 14:54:00+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,d6c1bc6937ef66a1327f5f862a8c3ac8
BBC News (Top stories),BBC News app,https://www.bbc.co.uk/news/10628994?at_medium=RSS&at_campaign=rss,"Wed, 30 Apr 2025 14:04:28 GMT",2025-04-30 14:04:28+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,7bf840760643c72c1d83e74c0c187a05
BBC News (Top stories),Full Strictly line-up revealed as final contestants announced,https://www.bbc.com/news/articles/cly3318nrmpo?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 09:26:31 GMT",2025-08-15 09:26:31+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,20dd3dba247f8fda93a092e9d6073599
BBC News (Top stories),"Chinook helicopter was on 'show flight' when it crashed killing 29, ex-RAF pilot says",https://www.bbc.com/news/articles/c04rg3l3y64o?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 09:42:45 GMT",2025-08-15 09:42:45+00:00,False,-0.6597,negative,2025-08-15 18:33:26.605639+00:00,fb639af2d1a3828c71b78529e9b8c0fa
BBC News (Top stories),Bioethanol layoffs to start next week after rescue ruled out,https://www.bbc.com/news/articles/c24zlel2y5yo?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 15:00:53 GMT",2025-08-15 15:00:53+00:00,False,0.5106,positive,2025-08-15 18:33:26.605639+00:00,f74804c46b1d184049b1f645ec9e9aa5
BBC News (Top stories),Flash floods kill nearly 200 in Pakistan and Pakistan-administered Kashmir,https://www.bbc.com/news/articles/cn02g0n2kepo?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 15:04:55 GMT",2025-08-15 15:04:55+00:00,False,-0.6908,negative,2025-08-15 18:33:26.605639+00:00,26c60888e1bc0b488840c58a80bc09ff
BBC News (Top stories),"My family may be killed if deported, says son of Afghan caught in UK data breach",https://www.bbc.com/news/articles/c776zgj73lpo?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 08:22:31 GMT",2025-08-15 08:22:31+00:00,False,-0.6705,negative,2025-08-15 18:33:26.605639+00:00,2b4b8d61146ca10e2da2d6e596c12eb9
BBC News (Top stories),Why Liverpool's spending spree has piled pressure and scrutiny on Slot,https://www.bbc.com/sport/football/articles/cjeydgeqweqo?at_medium=RSS&at_campaign=rss,"Fri, 15 Aug 2025 05:24:08 GMT",2025-08-15 05:24:08+00:00,False,-0.296,negative,2025-08-15 18:33:26.605639+00:00,9ac4f7c74f99b8d4b2c9d87924f0b6f2
BBC News (Top stories),'We were never friends': A massacre on the eve of WW2 still haunts China-Japan relations,https://www.bbc.com/news/articles/cp89ed9j5ygo?at_medium=RSS&at_campaign=rss,"Thu, 14 Aug 2025 22:09:30 GMT",2025-08-14 22:09:30+00:00,False,-0.25,negative,2025-08-15 18:33:26.605639+00:00,97f651550d3dadf267dd00f65864e2f9
The Guardian (UK),Scientists capture first footage of human embryo implanting in a uterus,https://www.theguardian.com/science/2025/aug/15/scientists-capture-first-footage-of-human-embryo-implanting-in-a-uterus,"Fri, 15 Aug 2025 18:00:38 GMT",2025-08-15 18:00:38+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,31a09010865decf7b1b4cfe8939040a5
The Guardian (UK),UK’s largest bioethanol plant to shut after blow from Starmer’s trade deal with Trump,https://www.theguardian.com/business/2025/aug/15/uks-largest-bioethanol-plant-to-shut-after-blow-from-starmers-trade-deal-with-trump,"Fri, 15 Aug 2025 17:17:52 GMT",2025-08-15 17:17:52+00:00,False,0.0,neutral,2025-08-15 18:33:26.605639+00:00,a4473c651bd621170831976d82132028
